id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,major,minor,nloc_total,project,project_version,source,release,release_version,release_requirements,inherited_from,technical_lag,version_start,version_end,start_to_patched,start_to_published,published_to_patched,patched_date,exclude_version_end
12317,CVE-2023-31047,"In Django 3.2 before 3.2.19, 4.x before 4.1.9, and 4.2 before 4.2.1, it was possible to bypass validation when using one form field to upload multiple files. This multiple upload has never been supported by forms.FileField or forms.ImageField (only the last uploaded file was validated). However, Django's ""Uploading multiple files"" documentation suggested otherwise.",2023-05-07 02:15:00,django.forms,2023-11-07 04:14:00,2024-03-19 14:58:31.876818,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.19,"{'mean': 757.0, 'median': 757.0, 'std': nan, 'min': 757, 'max': 757}","{'mean': 760.0, 'median': 760.0, 'std': nan, 'min': 760, 'max': 760}","{'mean': -4.0, 'median': -4.0, 'std': nan, 'min': -4, 'max': -4}","{'mean': Timestamp('2023-05-03 12:58:19'), 'median': Timestamp('2023-05-03 12:58:19'), 'std': NaT, 'min': Timestamp('2023-05-03 12:58:19'), 'max': Timestamp('2023-05-03 12:58:19')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
15663,CVE-2023-36053,"In Django 3.2 before 3.2.20, 4 before 4.1.10, and 4.2 before 4.2.3, EmailValidator and URLValidator are subject to a potential ReDoS (regular expression denial of service) attack via a very large number of domain name labels of emails and URLs.",2023-07-03 13:15:00,django.core,2023-11-15 03:18:00,2024-03-19 15:00:47.609699,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.20,"{'mean': 817.0, 'median': 817.0, 'std': nan, 'min': 817, 'max': 817}","{'mean': 818.0, 'median': 818.0, 'std': nan, 'min': 818, 'max': 818}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-07-03 07:57:12'), 'median': Timestamp('2023-07-03 07:57:12'), 'std': NaT, 'min': Timestamp('2023-07-03 07:57:12'), 'max': Timestamp('2023-07-03 07:57:12')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
19161,CVE-2023-41164,"In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-03 05:15:00,django.utils,2023-12-14 10:15:00,2024-03-19 15:02:08.523751,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.21,"{'mean': 881.0, 'median': 881.0, 'std': nan, 'min': 881, 'max': 881}","{'mean': 940.0, 'median': 940.0, 'std': nan, 'min': 940, 'max': 940}","{'mean': -60.0, 'median': -60.0, 'std': nan, 'min': -60, 'max': -60}","{'mean': Timestamp('2023-09-04 10:58:15'), 'median': Timestamp('2023-09-04 10:58:15'), 'std': NaT, 'min': Timestamp('2023-09-04 10:58:15'), 'max': Timestamp('2023-09-04 10:58:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
20561,CVE-2023-43665,"In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.",2023-11-03 05:15:00,django.utils,2023-12-21 22:15:00,2024-03-19 15:02:56.392980,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.22,"{'mean': 911.0, 'median': 911.0, 'std': nan, 'min': 911, 'max': 911}","{'mean': 940.0, 'median': 940.0, 'std': nan, 'min': 940, 'max': 940}","{'mean': -30.0, 'median': -30.0, 'std': nan, 'min': -30, 'max': -30}","{'mean': Timestamp('2023-10-04 14:59:53'), 'median': Timestamp('2023-10-04 14:59:53'), 'std': NaT, 'min': Timestamp('2023-10-04 14:59:53'), 'max': Timestamp('2023-10-04 14:59:53')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
22296,CVE-2023-46695,"An issue was discovered in Django 3.2 before 3.2.23, 4.1 before 4.1.13, and 4.2 before 4.2.7. The NFKC normalization is slow on Windows. As a consequence, django.contrib.auth.forms.UsernameField is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-02 06:15:00,django.contrib.auth,2023-12-14 10:15:00,2024-03-19 15:03:40.390738,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.23,"{'mean': 938.0, 'median': 938.0, 'std': nan, 'min': 938, 'max': 938}","{'mean': 939.0, 'median': 939.0, 'std': nan, 'min': 939, 'max': 939}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-11-01 06:59:05'), 'median': Timestamp('2023-11-01 06:59:05'), 'std': NaT, 'min': Timestamp('2023-11-01 06:59:05'), 'max': Timestamp('2023-11-01 06:59:05')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
40495,CVE-2022-34265,An issue was discovered in Django 3.2 before 3.2.14 and 4.0 before 4.0.6. The Trunc() and Extract() database functions are subject to SQL injection if untrusted data is used as a kind/lookup_name value. Applications that constrain the lookup name and kind choice to a known safe list are unaffected.,2022-07-04 16:15:00,django.db,2023-11-07 03:48:00,2024-03-19 15:13:24.281576,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.14,"{'mean': 453.0, 'median': 453.0, 'std': nan, 'min': 453, 'max': 453}","{'mean': 454.0, 'median': 454.0, 'std': nan, 'min': 454, 'max': 454}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-07-04 07:57:18'), 'median': Timestamp('2022-07-04 07:57:18'), 'std': NaT, 'min': Timestamp('2022-07-04 07:57:18'), 'max': Timestamp('2022-07-04 07:57:18')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
42181,CVE-2022-36359,An issue was discovered in the HTTP FileResponse class in Django 3.2 before 3.2.15 and 4.0 before 4.0.7. An application is vulnerable to a reflected file download (RFD) attack that sets the Content-Disposition header of a FileResponse when the filename is derived from user-supplied input.,2022-08-03 14:15:00,django.core,2023-11-07 03:49:00,2024-03-19 15:14:09.512750,3.1,2.8,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,8.8,HIGH,True,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.15,"{'mean': 483.0, 'median': 483.0, 'std': nan, 'min': 483, 'max': 483}","{'mean': 484.0, 'median': 484.0, 'std': nan, 'min': 484, 'max': 484}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-08-03 07:38:15'), 'median': Timestamp('2022-08-03 07:38:15'), 'std': NaT, 'min': Timestamp('2022-08-03 07:38:15'), 'max': Timestamp('2022-08-03 07:38:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
45693,CVE-2022-41323,"In Django 3.2 before 3.2.16, 4.0 before 4.0.8, and 4.1 before 4.1.2, internationalized URLs were subject to a potential denial of service attack via the locale parameter, which is treated as a regular expression.",2022-10-16 06:15:00,-,2023-11-07 03:52:00,2024-03-19 15:15:57.456696,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,3,2,91243.0,django,3.2.13,Direct,django,3.2.13,,,False,3.2,3.2.16,"{'mean': 545.0, 'median': 545.0, 'std': nan, 'min': 545, 'max': 545}","{'mean': 557.0, 'median': 557.0, 'std': nan, 'min': 557, 'max': 557}","{'mean': -12.0, 'median': -12.0, 'std': nan, 'min': -12, 'max': -12}","{'mean': Timestamp('2022-10-04 07:54:16'), 'median': Timestamp('2022-10-04 07:54:16'), 'std': NaT, 'min': Timestamp('2022-10-04 07:54:16'), 'max': Timestamp('2022-10-04 07:54:16')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
1711,CVE-2024-24680,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.",2024-02-06 22:16:00,django.template,2024-02-15 18:46:00,2024-03-19 14:51:31.691131,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.24,"{'mean': 1036.0, 'median': 1036.0, 'std': nan, 'min': 1036, 'max': 1036}","{'mean': 1036.0, 'median': 1036.0, 'std': nan, 'min': 1036, 'max': 1036}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2024-02-06 14:54:24'), 'median': Timestamp('2024-02-06 14:54:24'), 'std': NaT, 'min': Timestamp('2024-02-06 14:54:24'), 'max': Timestamp('2024-02-06 14:54:24')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
7014,CVE-2023-23969,"In Django 3.2 before 3.2.17, 4.0 before 4.0.9, and 4.1 before 4.1.6, the parsed values of Accept-Language headers are cached in order to avoid repetitive parsing. This leads to a potential denial-of-service vector via excessive memory usage if the raw value of Accept-Language headers is very large.",2023-02-01 19:15:00,-,2023-11-07 04:08:00,2024-03-19 14:55:02.186442,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.17,"{'mean': 666.0, 'median': 666.0, 'std': nan, 'min': 666, 'max': 666}","{'mean': 666.0, 'median': 666.0, 'std': nan, 'min': 666, 'max': 666}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-02-01 09:55:48'), 'median': Timestamp('2023-02-01 09:55:48'), 'std': NaT, 'min': Timestamp('2023-02-01 09:55:48'), 'max': Timestamp('2023-02-01 09:55:48')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
7471,CVE-2023-24580,"An issue was discovered in the Multipart Request Parser in Django 3.2 before 3.2.18, 4.0 before 4.0.10, and 4.1 before 4.1.7. Passing certain inputs (e.g., an excessive number of parts) to multipart forms could result in too many open files or memory exhaustion, and provided a potential vector for a denial-of-service attack.",2023-02-15 01:15:00,django.forms,2023-11-07 04:08:00,2024-03-19 14:55:11.256112,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.18,"{'mean': 678.0, 'median': 678.0, 'std': nan, 'min': 678, 'max': 678}","{'mean': 679.0, 'median': 679.0, 'std': nan, 'min': 679, 'max': 679}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-02-14 08:25:28'), 'median': Timestamp('2023-02-14 08:25:28'), 'std': NaT, 'min': Timestamp('2023-02-14 08:25:28'), 'max': Timestamp('2023-02-14 08:25:28')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
12317,CVE-2023-31047,"In Django 3.2 before 3.2.19, 4.x before 4.1.9, and 4.2 before 4.2.1, it was possible to bypass validation when using one form field to upload multiple files. This multiple upload has never been supported by forms.FileField or forms.ImageField (only the last uploaded file was validated). However, Django's ""Uploading multiple files"" documentation suggested otherwise.",2023-05-07 02:15:00,django.forms,2023-11-07 04:14:00,2024-03-19 14:58:31.876818,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.19,"{'mean': 757.0, 'median': 757.0, 'std': nan, 'min': 757, 'max': 757}","{'mean': 760.0, 'median': 760.0, 'std': nan, 'min': 760, 'max': 760}","{'mean': -4.0, 'median': -4.0, 'std': nan, 'min': -4, 'max': -4}","{'mean': Timestamp('2023-05-03 12:58:19'), 'median': Timestamp('2023-05-03 12:58:19'), 'std': NaT, 'min': Timestamp('2023-05-03 12:58:19'), 'max': Timestamp('2023-05-03 12:58:19')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
15663,CVE-2023-36053,"In Django 3.2 before 3.2.20, 4 before 4.1.10, and 4.2 before 4.2.3, EmailValidator and URLValidator are subject to a potential ReDoS (regular expression denial of service) attack via a very large number of domain name labels of emails and URLs.",2023-07-03 13:15:00,django.core,2023-11-15 03:18:00,2024-03-19 15:00:47.609699,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.20,"{'mean': 817.0, 'median': 817.0, 'std': nan, 'min': 817, 'max': 817}","{'mean': 818.0, 'median': 818.0, 'std': nan, 'min': 818, 'max': 818}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-07-03 07:57:12'), 'median': Timestamp('2023-07-03 07:57:12'), 'std': NaT, 'min': Timestamp('2023-07-03 07:57:12'), 'max': Timestamp('2023-07-03 07:57:12')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
19161,CVE-2023-41164,"In Django 3.2 before 3.2.21, 4.1 before 4.1.11, and 4.2 before 4.2.5, django.utils.encoding.uri_to_iri() is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-03 05:15:00,django.utils,2023-12-14 10:15:00,2024-03-19 15:02:08.523751,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.21,"{'mean': 881.0, 'median': 881.0, 'std': nan, 'min': 881, 'max': 881}","{'mean': 940.0, 'median': 940.0, 'std': nan, 'min': 940, 'max': 940}","{'mean': -60.0, 'median': -60.0, 'std': nan, 'min': -60, 'max': -60}","{'mean': Timestamp('2023-09-04 10:58:15'), 'median': Timestamp('2023-09-04 10:58:15'), 'std': NaT, 'min': Timestamp('2023-09-04 10:58:15'), 'max': Timestamp('2023-09-04 10:58:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
20561,CVE-2023-43665,"In Django 3.2 before 3.2.22, 4.1 before 4.1.12, and 4.2 before 4.2.6, the django.utils.text.Truncator chars() and words() methods (when used with html=True) are subject to a potential DoS (denial of service) attack via certain inputs with very long, potentially malformed HTML text. The chars() and words() methods are used to implement the truncatechars_html and truncatewords_html template filters, which are thus also vulnerable. NOTE: this issue exists because of an incomplete fix for CVE-2019-14232.",2023-11-03 05:15:00,django.utils,2023-12-21 22:15:00,2024-03-19 15:02:56.392980,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.22,"{'mean': 911.0, 'median': 911.0, 'std': nan, 'min': 911, 'max': 911}","{'mean': 940.0, 'median': 940.0, 'std': nan, 'min': 940, 'max': 940}","{'mean': -30.0, 'median': -30.0, 'std': nan, 'min': -30, 'max': -30}","{'mean': Timestamp('2023-10-04 14:59:53'), 'median': Timestamp('2023-10-04 14:59:53'), 'std': NaT, 'min': Timestamp('2023-10-04 14:59:53'), 'max': Timestamp('2023-10-04 14:59:53')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
22296,CVE-2023-46695,"An issue was discovered in Django 3.2 before 3.2.23, 4.1 before 4.1.13, and 4.2 before 4.2.7. The NFKC normalization is slow on Windows. As a consequence, django.contrib.auth.forms.UsernameField is subject to a potential DoS (denial of service) attack via certain inputs with a very large number of Unicode characters.",2023-11-02 06:15:00,django.contrib.auth,2023-12-14 10:15:00,2024-03-19 15:03:40.390738,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.23,"{'mean': 938.0, 'median': 938.0, 'std': nan, 'min': 938, 'max': 938}","{'mean': 939.0, 'median': 939.0, 'std': nan, 'min': 939, 'max': 939}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-11-01 06:59:05'), 'median': Timestamp('2023-11-01 06:59:05'), 'std': NaT, 'min': Timestamp('2023-11-01 06:59:05'), 'max': Timestamp('2023-11-01 06:59:05')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
35957,CVE-2022-28346,"An issue was discovered in Django 2.2 before 2.2.28, 3.2 before 3.2.13, and 4.0 before 4.0.4. QuerySet.annotate(), aggregate(), and extra() methods are subject to SQL injection in column aliases via a crafted dictionary (with dictionary expansion) as the passed **kwargs.",2022-04-12 05:15:00,django.db,2023-11-07 03:45:00,2024-03-19 15:10:25.381357,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.13,"{'mean': 369.0, 'median': 369.0, 'std': nan, 'min': 369, 'max': 369}","{'mean': 370.0, 'median': 370.0, 'std': nan, 'min': 370, 'max': 370}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-04-11 07:52:57'), 'median': Timestamp('2022-04-11 07:52:57'), 'std': NaT, 'min': Timestamp('2022-04-11 07:52:57'), 'max': Timestamp('2022-04-11 07:52:57')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
35958,CVE-2022-28347,"A SQL injection issue was discovered in QuerySet.explain() in Django 2.2 before 2.2.28, 3.2 before 3.2.13, and 4.0 before 4.0.4. This occurs by passing a crafted dictionary (with dictionary expansion) as the **options argument, and placing the injection payload in an option name.",2022-04-12 05:15:00,django.db,2023-11-07 03:45:00,2024-03-19 15:10:25.401846,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.13,"{'mean': 369.0, 'median': 369.0, 'std': nan, 'min': 369, 'max': 369}","{'mean': 370.0, 'median': 370.0, 'std': nan, 'min': 370, 'max': 370}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-04-11 07:52:57'), 'median': Timestamp('2022-04-11 07:52:57'), 'std': NaT, 'min': Timestamp('2022-04-11 07:52:57'), 'max': Timestamp('2022-04-11 07:52:57')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
40495,CVE-2022-34265,An issue was discovered in Django 3.2 before 3.2.14 and 4.0 before 4.0.6. The Trunc() and Extract() database functions are subject to SQL injection if untrusted data is used as a kind/lookup_name value. Applications that constrain the lookup name and kind choice to a known safe list are unaffected.,2022-07-04 16:15:00,django.db,2023-11-07 03:48:00,2024-03-19 15:13:24.281576,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.14,"{'mean': 453.0, 'median': 453.0, 'std': nan, 'min': 453, 'max': 453}","{'mean': 454.0, 'median': 454.0, 'std': nan, 'min': 454, 'max': 454}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-07-04 07:57:18'), 'median': Timestamp('2022-07-04 07:57:18'), 'std': NaT, 'min': Timestamp('2022-07-04 07:57:18'), 'max': Timestamp('2022-07-04 07:57:18')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
42181,CVE-2022-36359,An issue was discovered in the HTTP FileResponse class in Django 3.2 before 3.2.15 and 4.0 before 4.0.7. An application is vulnerable to a reflected file download (RFD) attack that sets the Content-Disposition header of a FileResponse when the filename is derived from user-supplied input.,2022-08-03 14:15:00,django.core,2023-11-07 03:49:00,2024-03-19 15:14:09.512750,3.1,2.8,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,8.8,HIGH,True,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.15,"{'mean': 483.0, 'median': 483.0, 'std': nan, 'min': 483, 'max': 483}","{'mean': 484.0, 'median': 484.0, 'std': nan, 'min': 484, 'max': 484}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2022-08-03 07:38:15'), 'median': Timestamp('2022-08-03 07:38:15'), 'std': NaT, 'min': Timestamp('2022-08-03 07:38:15'), 'max': Timestamp('2022-08-03 07:38:15')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
45693,CVE-2022-41323,"In Django 3.2 before 3.2.16, 4.0 before 4.0.8, and 4.1 before 4.1.2, internationalized URLs were subject to a potential denial of service attack via the locale parameter, which is treated as a regular expression.",2022-10-16 06:15:00,-,2023-11-07 03:52:00,2024-03-19 15:15:57.456696,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,3,2,91211.0,django,3.2.12,Direct,django,3.2.12,,,False,3.2,3.2.16,"{'mean': 545.0, 'median': 545.0, 'std': nan, 'min': 545, 'max': 545}","{'mean': 557.0, 'median': 557.0, 'std': nan, 'min': 557, 'max': 557}","{'mean': -12.0, 'median': -12.0, 'std': nan, 'min': -12, 'max': -12}","{'mean': Timestamp('2022-10-04 07:54:16'), 'median': Timestamp('2022-10-04 07:54:16'), 'std': NaT, 'min': Timestamp('2022-10-04 07:54:16'), 'max': Timestamp('2022-10-04 07:54:16')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
1711,CVE-2024-24680,"An issue was discovered in Django 3.2 before 3.2.24, 4.2 before 4.2.10, and Django 5.0 before 5.0.2. The intcomma template filter was subject to a potential denial-of-service attack when used with very long strings.",2024-02-06 22:16:00,django.template,2024-02-15 18:46:00,2024-03-19 14:51:31.691131,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,False,3,2,91207.0,django,3.2.11,Direct,django,3.2.11,,,False,3.2,3.2.24,"{'mean': 1036.0, 'median': 1036.0, 'std': nan, 'min': 1036, 'max': 1036}","{'mean': 1036.0, 'median': 1036.0, 'std': nan, 'min': 1036, 'max': 1036}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2024-02-06 14:54:24'), 'median': Timestamp('2024-02-06 14:54:24'), 'std': NaT, 'min': Timestamp('2024-02-06 14:54:24'), 'max': Timestamp('2024-02-06 14:54:24')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
7014,CVE-2023-23969,"In Django 3.2 before 3.2.17, 4.0 before 4.0.9, and 4.1 before 4.1.6, the parsed values of Accept-Language headers are cached in order to avoid repetitive parsing. This leads to a potential denial-of-service vector via excessive memory usage if the raw value of Accept-Language headers is very large.",2023-02-01 19:15:00,-,2023-11-07 04:08:00,2024-03-19 14:55:02.186442,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,3,2,91207.0,django,3.2.11,Direct,django,3.2.11,,,False,3.2,3.2.17,"{'mean': 666.0, 'median': 666.0, 'std': nan, 'min': 666, 'max': 666}","{'mean': 666.0, 'median': 666.0, 'std': nan, 'min': 666, 'max': 666}","{'mean': -1.0, 'median': -1.0, 'std': nan, 'min': -1, 'max': -1}","{'mean': Timestamp('2023-02-01 09:55:48'), 'median': Timestamp('2023-02-01 09:55:48'), 'std': NaT, 'min': Timestamp('2023-02-01 09:55:48'), 'max': Timestamp('2023-02-01 09:55:48')}","{'mean': 1.0, 'median': 1.0, 'std': nan, 'min': True, 'max': True}"
