id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,project,source,release,release_requirements,inherited_from,technical_lag,applicability,cwe_id,kind,name,abstraction,structure,status,summary,background_details,likelihood_of_exploit,detection_methods,consequences,cves,start_to_patched,start_to_published,published_to_patched,patched_date,version_end,exclude_version_end
59662,CVE-2021-29583,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of `tf.raw_ops.FusedBatchNorm` is vulnerable to a heap buffer overflow. If the tensors are empty, the same implementation can trigger undefined behavior by dereferencing null pointers. The implementation(https://github.com/tensorflow/tensorflow/blob/57d86e0db5d1365f19adcce848dfc1bf89fdd4c7/tensorflow/core/kernels/fused_batch_norm_op.cc) fails to validate that `scale`, `offset`, `mean` and `variance` (the last two only when required) all have the same number of elements as the number of channels of `x`. This results in heap out of bounds reads when the buffers backing these tensors are indexed past their boundary. If the tensors are empty, the validation mentioned in the above paragraph would also trigger and prevent the undefined behavior. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2022-04-25 20:09:00,2024-03-19 15:24:06.507958,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59662,CVE-2021-29583,"TensorFlow is an end-to-end open source platform for machine learning. The implementation of `tf.raw_ops.FusedBatchNorm` is vulnerable to a heap buffer overflow. If the tensors are empty, the same implementation can trigger undefined behavior by dereferencing null pointers. The implementation(https://github.com/tensorflow/tensorflow/blob/57d86e0db5d1365f19adcce848dfc1bf89fdd4c7/tensorflow/core/kernels/fused_batch_norm_op.cc) fails to validate that `scale`, `offset`, `mean` and `variance` (the last two only when required) all have the same number of elements as the number of channels of `x`. This results in heap out of bounds reads when the buffers backing these tensors are indexed past their boundary. If the tensors are empty, the validation mentioned in the above paragraph would also trigger and prevent the undefined behavior. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2022-04-25 20:09:00,2024-03-19 15:24:06.507958,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59663,CVE-2021-29584,"TensorFlow is an end-to-end open source platform for machine learning. An attacker can trigger a denial of service via a `CHECK`-fail in caused by an integer overflow in constructing a new tensor shape. This is because the implementation(https://github.com/tensorflow/tensorflow/blob/0908c2f2397c099338b901b067f6495a5b96760b/tensorflow/core/kernels/sparse_split_op.cc#L66-L70) builds a dense shape without checking that the dimensions would not result in overflow. The `TensorShape` constructor(https://github.com/tensorflow/tensorflow/blob/6f9896890c4c703ae0a0845394086e2e1e523299/tensorflow/core/framework/tensor_shape.cc#L183-L188) uses a `CHECK` operation which triggers when `InitDims`(https://github.com/tensorflow/tensorflow/blob/6f9896890c4c703ae0a0845394086e2e1e523299/tensorflow/core/framework/tensor_shape.cc#L212-L296) returns a non-OK status. This is a legacy implementation of the constructor and operations should use `BuildTensorShapeBase` or `AddDimWithStatus` to prevent `CHECK`-failures in the presence of overflows. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-20 15:38:00,2024-03-19 15:24:06.528376,3.1,1.8,3.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,5.5,MEDIUM,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-190,weakness,Integer Overflow or Wraparound,Base,Simple,Stable,,,Medium,Automated Static Analysis (DM-1); Black Box (DM-2); Manual Analysis (DM-7),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Instability (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism (C.A.); Modify Memory (I.)","['CVE-2018-7575', 'CVE-2021-29523', 'CVE-2021-29584', 'CVE-2021-29601', 'CVE-2021-29605', 'CVE-2021-41195', 'CVE-2021-41197', 'CVE-2021-41198', 'CVE-2021-41199', 'CVE-2021-41203', 'CVE-2022-21727', 'CVE-2022-21729', 'CVE-2022-21733', 'CVE-2022-21738', 'CVE-2022-23558', 'CVE-2022-23559', 'CVE-2022-23562', 'CVE-2022-23567', 'CVE-2022-23568', 'CVE-2022-23575', 'CVE-2022-23576', 'CVE-2022-23587', 'CVE-2022-29203', 'CVE-2022-35940', 'CVE-2022-36015', 'CVE-2023-25662', 'CVE-2023-25667']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59664,CVE-2021-29585,"TensorFlow is an end-to-end open source platform for machine learning. The TFLite computation for size of output after padding, `ComputeOutSize`(https://github.com/tensorflow/tensorflow/blob/0c9692ae7b1671c983569e5d3de5565843d500cf/tensorflow/lite/kernels/padding.h#L43-L55), does not check that the `stride` argument is not 0 before doing the division. Users can craft special models such that `ComputeOutSize` is called with `stride` set to 0. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-07-26 16:16:00,2024-03-19 15:24:06.545535,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59665,CVE-2021-29586,"TensorFlow is an end-to-end open source platform for machine learning. Optimized pooling implementations in TFLite fail to check that the stride arguments are not 0 before calling `ComputePaddingHeightWidth`(https://github.com/tensorflow/tensorflow/blob/3f24ccd932546416ec906a02ddd183b48a1d2c83/tensorflow/lite/kernels/pooling.cc#L90). Since users can craft special models which will have `params->stride_{height,width}` be zero, this will result in a division by zero. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 17:20:00,2024-03-19 15:24:06.564259,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59666,CVE-2021-29587,"TensorFlow is an end-to-end open source platform for machine learning. The `Prepare` step of the `SpaceToDepth` TFLite operator does not check for 0 before division(https://github.com/tensorflow/tensorflow/blob/5f7975d09eac0f10ed8a17dbb6f5964977725adc/tensorflow/lite/kernels/space_to_depth.cc#L63-L67). An attacker can craft a model such that `params->block_size` would be zero. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-07-26 16:15:00,2024-03-19 15:24:06.583364,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59667,CVE-2021-29588,"TensorFlow is an end-to-end open source platform for machine learning. The optimized implementation of the `TransposeConv` TFLite operator is [vulnerable to a division by zero error](https://github.com/tensorflow/tensorflow/blob/0d45ea1ca641b21b73bcf9c00e0179cda284e7e7/tensorflow/lite/kernels/internal/optimized/optimized_ops.h#L5221-L5222). An attacker can craft a model such that `stride_{h,w}` values are 0. Code calling this function must validate these arguments. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 15:02:00,2024-03-19 15:24:06.602157,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59668,CVE-2021-29589,"TensorFlow is an end-to-end open source platform for machine learning. The reference implementation of the `GatherNd` TFLite operator is vulnerable to a division by zero error(https://github.com/tensorflow/tensorflow/blob/0d45ea1ca641b21b73bcf9c00e0179cda284e7e7/tensorflow/lite/kernels/internal/reference/reference_ops.h#L966). An attacker can craft a model such that `params` input would be an empty tensor. In turn, `params_shape.Dims(.)` would be zero, in at least one dimension. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-07-26 16:15:00,2024-03-19 15:24:06.620821,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-369,weakness,Divide By Zero,Base,Simple,Draft,,,Medium,Automated Static Analysis (DM-14); Fuzzing (DM-13),"DoS: Crash, Exit, or Restart (A.)","['CVE-2021-29517', 'CVE-2021-29522', 'CVE-2021-29524', 'CVE-2021-29525', 'CVE-2021-29526', 'CVE-2021-29527', 'CVE-2021-29528', 'CVE-2021-29538', 'CVE-2021-29546', 'CVE-2021-29548', 'CVE-2021-29549', 'CVE-2021-29550', 'CVE-2021-29554', 'CVE-2021-29555', 'CVE-2021-29556', 'CVE-2021-29557', 'CVE-2021-29573', 'CVE-2021-29585', 'CVE-2021-29586', 'CVE-2021-29587', 'CVE-2021-29588', 'CVE-2021-29589', 'CVE-2021-29593', 'CVE-2021-29594', 'CVE-2021-29595', 'CVE-2021-29596', 'CVE-2021-29597', 'CVE-2021-29598', 'CVE-2021-29599', 'CVE-2021-29600', 'CVE-2021-29602', 'CVE-2021-29604', 'CVE-2021-37636', 'CVE-2021-37640', 'CVE-2021-37642', 'CVE-2021-37653', 'CVE-2021-37660', 'CVE-2021-37668', 'CVE-2021-37675', 'CVE-2021-37680', 'CVE-2021-37683', 'CVE-2021-37684', 'CVE-2021-37691', 'CVE-2021-41207', 'CVE-2021-41209', 'CVE-2021-41218', 'CVE-2022-21725', 'CVE-2022-21735', 'CVE-2022-21741', 'CVE-2022-23557', 'CVE-2022-35996']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59669,CVE-2021-29590,"TensorFlow is an end-to-end open source platform for machine learning. The implementations of the `Minimum` and `Maximum` TFLite operators can be used to read data outside of bounds of heap allocated objects, if any of the two input tensor arguments are empty. This is because the broadcasting implementation(https://github.com/tensorflow/tensorflow/blob/0d45ea1ca641b21b73bcf9c00e0179cda284e7e7/tensorflow/lite/kernels/internal/reference/maximum_minimum.h#L52-L56) indexes in both tensors with the same index but does not validate that the index is within bounds. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range.",2021-05-14 20:15:00,,2021-05-19 15:04:00,2024-03-19 15:24:06.639096,3.1,1.8,5.2,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,HIGH,7.1,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59670,CVE-2021-29591,"TensorFlow is an end-to-end open source platform for machine learning. TFlite graphs must not have loops between nodes. However, this condition was not checked and an attacker could craft models that would result in infinite loop during evaluation. In certain cases, the infinite loop would be replaced by stack overflow due to too many recursive calls. For example, the `While` implementation(https://github.com/tensorflow/tensorflow/blob/106d8f4fb89335a2c52d7c895b7a7485465ca8d9/tensorflow/lite/kernels/while.cc) could be tricked into a scneario where both the body and the loop subgraphs are the same. Evaluating one of the subgraphs means calling the `Eval` function for the other and this quickly exhaust all stack space. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range. Please consult our security guide(https://github.com/tensorflow/tensorflow/blob/master/SECURITY.md) for more information regarding the security model and how to contact us with issues and questions.",2021-05-14 20:15:00,,2022-04-25 20:09:00,2024-03-19 15:24:06.657767,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-674,weakness,Uncontrolled Recursion,Class,Simple,Draft,,,,Automated Static Analysis (DM-14),DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Read Application Data (C.),"['CVE-2021-29591', 'CVE-2021-29615', 'CVE-2022-23591']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
59670,CVE-2021-29591,"TensorFlow is an end-to-end open source platform for machine learning. TFlite graphs must not have loops between nodes. However, this condition was not checked and an attacker could craft models that would result in infinite loop during evaluation. In certain cases, the infinite loop would be replaced by stack overflow due to too many recursive calls. For example, the `While` implementation(https://github.com/tensorflow/tensorflow/blob/106d8f4fb89335a2c52d7c895b7a7485465ca8d9/tensorflow/lite/kernels/while.cc) could be tricked into a scneario where both the body and the loop subgraphs are the same. Evaluating one of the subgraphs means calling the `Eval` function for the other and this quickly exhaust all stack space. The fix will be included in TensorFlow 2.5.0. We will also cherrypick this commit on TensorFlow 2.4.2, TensorFlow 2.3.3, TensorFlow 2.2.3 and TensorFlow 2.1.4, as these are also affected and still in supported range. Please consult our security guide(https://github.com/tensorflow/tensorflow/blob/master/SECURITY.md) for more information regarding the security model and how to contact us with issues and questions.",2021-05-14 20:15:00,,2022-04-25 20:09:00,2024-03-19 15:24:06.657767,3.1,1.8,5.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,7.8,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[2.4.0,2.4.2),[2.3.0,2.3.3),[2.2.0,2.2.3),[0.11.0,2.1.4)",CWE-835,weakness,Loop with Unreachable Exit Condition ('Infinite Loop'),Base,Simple,Incomplete,,,,,DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Amplification (A.),"['CVE-2021-29591', 'CVE-2021-37686']",181.0,153,27.0,2021-06-11 18:09:43,2.4.2,True
